target_id	length	eff_length	est_counts	tpm
ENSMMUT00000080297.1	4982	4793.39	7.86328	0.148217
ENSMMUT00000082926.1	4960	4771.39	0	0
ENSMMUT00000080126.1	4921	4732.39	281.136	5.36751
ENSMMUT00000053903.2	612	423.51	86.3665	18.4255
ENSMMUT00000021564.4	539	350.735	0	0
ENSMMUT00000007551.4	2150	1961.39	302.332	13.927
ENSMMUT00000007550.4	1083	894.385	4.66844	0.471612
ENSMMUT00000030306.4	2811	2622.39	72.5113	2.49831
ENSMMUT00000024637.4	2577	2388.39	31.4887	1.19121
ENSMMUT00000056271.2	5936	5747.39	452.571	7.11464
ENSMMUT00000018182.4	6014	5825.39	32.5365	0.504642
ENSMMUT00000018185.4	1982	1793.39	1.61392	0.0813102
ENSMMUT00000018181.4	1677	1488.39	0	0
ENSMMUT00000100121.1	674	485.424	31	5.77002
ENSMMUT00000067097.2	4288	4099.39	3364.89	74.1634
ENSMMUT00000042340.3	969	780.385	0	0
ENSMMUT00000027849.4	977	788.385	0	0
ENSMMUT00000015147.4	861	672.424	0	0
ENSMMUT00000027850.3	933	744.424	0	0
ENSMMUT00000060860.2	444	257.148	258.919	90.9741
ENSMMUT00000105820.1	4519	4330.39	356.427	7.43671
ENSMMUT00000095442.1	4868	4679.39	268.573	5.18574
ENSMMUT00000019849.4	420	233.923	0	0
ENSMMUT00000097705.1	1385	1196.39	31.8203	2.40309
ENSMMUT00000027412.4	1606	1417.39	0	0
ENSMMUT00000090727.1	1708	1519.39	209.104	12.4346
ENSMMUT00000102788.1	2363	2174.39	198.775	8.25966
ENSMMUT00000106436.1	2296	2107.39	3819.57	163.76
ENSMMUT00000027411.4	1464	1275.39	22.5476	1.59734
ENSMMUT00000105530.1	2437	2248.39	51.8506	2.08363
ENSMMUT00000087495.1	1698	1509.39	608.23	36.4087
ENSMMUT00000047038.3	6220	6031.39	1406.55	21.0705
ENSMMUT00000019424.4	6603	6414.39	362.042	5.09966
ENSMMUT00000063510.2	3292	3103.39	27.4087	0.797977
ENSMMUT00000019425.4	1665	1476.39	0	0
ENSMMUT00000016440.4	969	780.385	519.615	60.1603
ENSMMUT00000016441.4	330	150.384	56.3849	33.8764
ENSMMUT00000108154.1	2598	2409.39	23.6817	0.888065
ENSMMUT00000019521.4	1373	1184.39	2.47282	0.188641
ENSMMUT00000074652.2	894	705.424	2.52718	0.323685
ENSMMUT00000108110.1	5568	5379.39	154.918	2.60199
ENSMMUT00000079924.1	4465	4276.39	0	0
ENSMMUT00000013269.4	4360	4171.39	0	0
ENSMMUT00000058907.2	4192	4003.39	2.08207	0.04699
ENSMMUT00000079545.1	3530	3341.39	155.483	4.20429
ENSMMUT00000102066.1	2793	2604.39	26.983	0.9361
ENSMMUT00000097650.1	2748	2559.39	130.06	4.5914
ENSMMUT00000042102.3	2907	2718.39	228.433	7.59249
ENSMMUT00000092203.1	7540	7351.39	122.696	1.50799
ENSMMUT00000029382.4	2628	2439.39	43.3458	1.60548
ENSMMUT00000099549.1	3785	3596.39	284.264	7.14155
ENSMMUT00000008829.4	4893	4704.39	11	0.211265
ENSMMUT00000019373.4	1241	1052.39	9	0.772689
ENSMMUT00000088280.1	1445	1256.39	0	0
ENSMMUT00000012586.4	4560	4371.39	1248.85	25.8124
ENSMMUT00000012587.4	2406	2217.39	0	0
ENSMMUT00000012584.4	2297	2108.39	0	0
ENSMMUT00000084806.1	2066	1877.39	39.1498	1.88414
ENSMMUT00000070772.2	2247	2058.39	0	0
ENSMMUT00000093082.1	2364	2175.39	14.7288	0.611741
ENSMMUT00000107908.1	1935	1746.39	57.5593	2.97792
ENSMMUT00000016438.4	480	292.275	443	136.946
ENSMMUT00000032870.4	906	717.424	1	0.125939
ENSMMUT00000023462.4	3158	2969.39	919.015	27.9636
ENSMMUT00000023460.4	1700	1511.39	19.2812	1.15265
ENSMMUT00000023459.4	1682	1493.39	78.7035	4.76167
ENSMMUT00000040488.3	501	313.048	0	0
ENSMMUT00000020734.4	1377	1188.39	225	17.1065
ENSMMUT00000026124.4	3153	2964.39	0	0
ENSMMUT00000040443.3	3718	3529.39	261.343	6.69034
ENSMMUT00000093908.1	3186	2997.39	0	0
ENSMMUT00000105817.1	3186	2997.39	0	0
ENSMMUT00000080108.1	3102	2913.39	0	0
ENSMMUT00000026123.4	3042	2853.39	0	0
ENSMMUT00000085581.1	2868	2679.39	0	0
ENSMMUT00000098003.1	3036	2847.39	0	0
ENSMMUT00000026126.4	1680	1491.39	4.16373	0.252249
ENSMMUT00000001460.4	2364	2175.39	92.4936	3.8416
ENSMMUT00000020341.4	7369	7180.39	0	0
ENSMMUT00000005028.4	7312	7123.39	0	0
ENSMMUT00000072978.2	6933	6744.39	2	0.0267932
ENSMMUT00000074911.2	1149	960.385	3	0.282236
ENSMMUT00000059459.2	3773	3584.39	675.349	17.0236
ENSMMUT00000003559.4	1203	1014.39	124.193	11.0619
ENSMMUT00000006699.4	4770	4581.39	13.7113	0.270408
ENSMMUT00000045535.3	2599	2410.39	2.88261	0.108053
ENSMMUT00000045536.3	1378	1189.39	3.40606	0.258742
ENSMMUT00000079321.1	1699	1510.39	0	0
ENSMMUT00000047148.3	1992	1803.39	2.26354	0.113406
ENSMMUT00000098283.1	4553	4364.39	167.095	3.45921
ENSMMUT00000100429.1	4676	4487.39	146.115	2.94197
ENSMMUT00000016390.4	1944	1755.39	3	0.154414
ENSMMUT00000027615.4	2851	2662.39	761.754	25.8512
ENSMMUT00000027613.3	2713	2524.39	131.246	4.69751
ENSMMUT00000081534.1	3174	2985.39	977.178	29.574
ENSMMUT00000105364.1	1897	1708.39	53.1891	2.81303
ENSMMUT00000007556.4	1841	1652.39	90.6326	4.95576
ENSMMUT00000094711.1	693	504.424	0	0
ENSMMUT00000022891.4	1589	1400.39	60.2409	3.8867
ENSMMUT00000003139.4	603	414.51	82.7591	18.0392
ENSMMUT00000053584.2	1602	1413.39	277	17.7075
ENSMMUT00000042502.3	1395	1206.39	0	0
ENSMMUT00000103762.1	4490	4301.39	415.432	8.72626
ENSMMUT00000092071.1	1549	1360.39	95.8112	6.36343
ENSMMUT00000021500.4	1485	1296.39	0	0
ENSMMUT00000087332.1	1425	1236.39	0	0
ENSMMUT00000015127.4	2670	2481.39	912.707	33.2334
ENSMMUT00000084070.1	570	381.589	0	0
ENSMMUT00000081272.1	5633	5444.39	217.867	3.61559
ENSMMUT00000087106.1	1746	1557.39	38.6784	2.24393
ENSMMUT00000016918.4	4213	4024.39	9.12398	0.204843
ENSMMUT00000010806.4	2364	2175.39	3	0.124601
ENSMMUT00000039863.3	1544	1355.39	2	0.133323
ENSMMUT00000106044.1	1776	1587.39	198.151	11.2785
ENSMMUT00000008211.4	2635	2446.39	206.92	7.64214
ENSMMUT00000001198.4	4561	4372.39	2139.97	44.2207
ENSMMUT00000012331.3	2946	2757.39	4.03361	0.13217
ENSMMUT00000069624.2	279	107.469	0	0
ENSMMUT00000084468.1	1812	1623.39	44.3839	2.47025
ENSMMUT00000006700.3	2935	2746.39	61	2.00681
ENSMMUT00000085821.1	2247	2058.39	27.6771	1.21487
ENSMMUT00000083918.1	1069	880.385	39.1556	4.01845
ENSMMUT00000066269.2	1536	1347.39	482.637	32.3643
ENSMMUT00000060303.2	1218	1029.39	6.69628	0.58775
ENSMMUT00000007449.4	992	803.385	0	0
ENSMMUT00000064909.2	1331	1142.39	866.795	68.5553
ENSMMUT00000007448.3	1141	952.385	5.75651	0.546114
ENSMMUT00000073934.2	325	145.971	75.6823	46.8451
ENSMMUT00000007447.4	756	567.424	127.433	20.2913
ENSMMUT00000098577.1	4509	4320.39	588.893	12.3155
ENSMMUT00000074838.2	726	537.424	7.71513	1.29707
ENSMMUT00000016249.4	1194	1005.39	0	0
ENSMMUT00000025541.4	1788	1599.39	382	21.5798
ENSMMUT00000085290.1	808	619.424	324.797	47.3763
ENSMMUT00000109656.1	2349	2160.39	148.365	6.20496
ENSMMUT00000102622.1	1889	1700.39	0	0
ENSMMUT00000013268.4	4860	4671.39	275.39	5.32648
ENSMMUT00000087575.1	1704	1515.39	0	0
ENSMMUT00000091015.1	6567	6378.39	98	1.3882
ENSMMUT00000062341.2	7812	7623.39	104.608	1.23981
ENSMMUT00000099272.1	7473	7284.39	0.151561	0.00187989
ENSMMUT00000103590.1	7224	7035.39	0	0
ENSMMUT00000001149.4	6720	6531.39	728.24	10.0741
ENSMMUT00000097097.1	7038	6849.39	0.000447196	5.89907e-06
ENSMMUT00000016134.4	4044	3855.39	2461.09	57.6762
ENSMMUT00000042488.3	2817	2628.39	0	0
ENSMMUT00000017405.4	2616	2427.39	0	0
ENSMMUT00000061802.2	3823	3634.39	323	8.02987
ENSMMUT00000104108.1	2322	2133.39	0	0
ENSMMUT00000025982.4	2182	1993.39	255.071	11.5613
ENSMMUT00000025981.4	2379	2190.39	16.9599	0.699585
ENSMMUT00000041830.3	617	428.467	7.21101	1.5206
ENSMMUT00000102860.1	701	512.424	3.75763	0.662554
ENSMMUT00000072400.2	2829	2640.39	4	0.136877
ENSMMUT00000067123.2	1206	1017.39	0	0
ENSMMUT00000017718.4	3433	3244.39	13	0.362033
ENSMMUT00000009455.4	5194	5005.39	16.0079	0.288957
ENSMMUT00000005927.4	4036	3847.39	846.17	19.8714
ENSMMUT00000107270.1	2507	2318.39	1400.71	54.5884
ENSMMUT00000104780.1	3051	2862.39	7.93567	0.250491
ENSMMUT00000064387.2	2238	2049.39	631.182	27.8271
ENSMMUT00000027409.4	5725	5536.39	110.693	1.80647
ENSMMUT00000054519.2	2195	2006.39	0	0
ENSMMUT00000007527.4	2343	2154.39	7.28397	0.305479
ENSMMUT00000100867.1	2906	2717.39	50.0422	1.66388
ENSMMUT00000007526.4	1824	1635.39	0	0
ENSMMUT00000098190.1	3001	2812.39	37.6738	1.21032
ENSMMUT00000010804.4	1521	1332.39	0	0
ENSMMUT00000072546.2	2748	2559.39	134.52	4.74886
ENSMMUT00000018661.4	1807	1618.39	15.7382	0.878637
ENSMMUT00000084259.1	3957	3768.39	463.007	11.1012
ENSMMUT00000075404.2	2109	1920.39	138.955	6.53766
ENSMMUT00000102686.1	3441	3252.39	73.4156	2.0395
ENSMMUT00000065431.2	1604	1415.39	34.7354	2.21735
ENSMMUT00000024841.4	890	701.424	0	0
ENSMMUT00000024842.4	666	477.424	0	0
ENSMMUT00000087057.1	5738	5549.39	83.2982	1.35621
ENSMMUT00000025070.4	2470	2281.39	4573.05	181.111
ENSMMUT00000109833.1	2235	2046.39	11.9872	0.529257
ENSMMUT00000071548.2	2477	2288.39	145.151	5.73098
ENSMMUT00000102768.1	2573	2384.39	17.8118	0.674944
ENSMMUT00000099107.1	1938	1749.39	0	0
ENSMMUT00000086218.1	2583	2394.39	3.23566	0.122097
ENSMMUT00000081990.1	1966	1777.39	0	0
ENSMMUT00000026818.4	1843	1654.39	1.76434	0.0963571
ENSMMUT00000103117.1	1908	1719.39	0	0
ENSMMUT00000084302.1	2060	1871.39	0	0
ENSMMUT00000063069.2	2894	2705.39	15	0.500956
ENSMMUT00000081625.1	3349	3160.39	902.287	25.7954
ENSMMUT00000047441.3	1794	1605.39	2.71305	0.152692
ENSMMUT00000081245.1	9853	9664.39	21.5964	0.201903
ENSMMUT00000104986.1	9725	9536.39	0	0
ENSMMUT00000099204.1	9587	9398.39	0	0
ENSMMUT00000099871.1	9515	9326.39	0	0
ENSMMUT00000030304.4	9438	9249.39	3.28065e-05	3.20468e-07
ENSMMUT00000092121.1	8958	8769.39	371.404	3.82661
ENSMMUT00000046112.3	1689	1500.39	8	0.481753
ENSMMUT00000007788.4	2406	2217.39	29.5649	1.20468
ENSMMUT00000003342.4	2331	2142.39	9.43509	0.397911
ENSMMUT00000054090.2	902	713.424	0	0
ENSMMUT00000029381.4	906	717.424	1635	205.911
ENSMMUT00000099595.1	1410	1221.39	22.2312	1.64455
ENSMMUT00000023783.4	4470	4281.39	1055.85	22.2821
ENSMMUT00000079686.1	4291	4102.39	0	0
ENSMMUT00000023770.4	3882	3693.39	0	0
ENSMMUT00000109006.1	3810	3621.39	21.1461	0.527586
ENSMMUT00000023784.4	3741	3552.39	0	0
ENSMMUT00000023780.4	3699	3510.39	0	0
ENSMMUT00000081153.1	3594	3405.39	0	0
ENSMMUT00000108411.1	4009	3820.39	0	0
ENSMMUT00000096257.1	1405	1216.39	0	0
ENSMMUT00000095342.1	2033	1844.39	196.18	9.61037
ENSMMUT00000102617.1	2045	1856.39	82.6974	4.02495
ENSMMUT00000042336.3	1192	1003.39	0	0
ENSMMUT00000002465.4	1232	1043.39	0	0
ENSMMUT00000031081.4	2217	2028.39	353.182	15.7321
ENSMMUT00000087702.1	2121	1932.39	0	0
ENSMMUT00000108769.1	2016	1827.39	19.8178	0.979856
ENSMMUT00000086311.1	7825	7636.39	489.567	5.79243
ENSMMUT00000015123.3	5484	5295.39	265.941	4.53759
ENSMMUT00000015117.4	3893	3704.39	217.667	5.30901
ENSMMUT00000045894.3	3282	3093.39	100.563	2.93726
ENSMMUT00000015120.3	4219	4030.39	61.5472	1.37974
ENSMMUT00000015118.4	3901	3712.39	958.234	23.3215
ENSMMUT00000042506.3	2490	2301.39	8.92664	0.350458
ENSMMUT00000061389.2	1236	1047.39	17.8585	1.54055
ENSMMUT00000054939.2	5139	4950.39	398.686	7.27661
ENSMMUT00000022460.4	1714	1525.39	0	0
ENSMMUT00000088812.1	1820	1631.39	1.07414	0.0594897
ENSMMUT00000097446.1	2611	2422.39	0	0
ENSMMUT00000025244.4	459	271.7	0	0
ENSMMUT00000088925.1	1543	1354.39	0	0
ENSMMUT00000103466.1	4004	3815.39	93.3201	2.20991
ENSMMUT00000073637.2	5618	5429.39	100.822	1.6778
ENSMMUT00000007139.4	1629	1440.39	0	0
ENSMMUT00000108207.1	1966	1777.39	22.7465	1.1563
ENSMMUT00000080669.1	2483	2294.39	556	21.895
ENSMMUT00000021475.4	895	706.424	360.941	46.1644
ENSMMUT00000054482.2	1134	945.385	87.0592	8.32038
ENSMMUT00000040062.3	2763	2574.39	0	0
ENSMMUT00000096381.1	3700	3511.39	888.507	22.8623
ENSMMUT00000101590.1	3450	3261.39	73.9644	2.04907
ENSMMUT00000108313.1	3940	3751.39	78.7134	1.89581
ENSMMUT00000005256.4	2496	2307.39	61.5012	2.40824
ENSMMUT00000079665.1	2226	2037.39	0	0
ENSMMUT00000005255.4	1524	1335.39	6.6724	0.451453
ENSMMUT00000017720.4	3841	3652.39	6	0.148427
ENSMMUT00000084679.1	1248	1059.39	0	0
ENSMMUT00000078778.2	1080	891.385	0	0
ENSMMUT00000042596.3	1768	1579.39	283.508	16.2187
ENSMMUT00000014405.4	891	702.424	10.8734	1.39863
ENSMMUT00000096920.1	5545	5356.39	358.688	6.05038
ENSMMUT00000069265.2	1185	996.385	59	5.3501
ENSMMUT00000011897.4	3563	3374.39	4.11931	0.110298
ENSMMUT00000090893.1	2151	1962.39	68.7175	3.16388
ENSMMUT00000069905.2	4313	4124.39	730.553	16.004
ENSMMUT00000006124.4	2934	2745.39	27.4473	0.903304
ENSMMUT00000006123.4	1374	1185.39	0	0
ENSMMUT00000101878.1	720	531.424	40.3237	6.85576
ENSMMUT00000008709.4	3345	3156.39	0	0
ENSMMUT00000008708.4	3315	3126.39	97.7817	2.82587
ENSMMUT00000008710.4	3288	3099.39	105.654	3.07998
ENSMMUT00000092726.1	3884	3695.39	4302.24	105.189
ENSMMUT00000025242.4	4122	3933.39	25.3472	0.582239
ENSMMUT00000085253.1	1743	1554.39	0	0
ENSMMUT00000063406.2	3787	3598.39	625	15.6931
ENSMMUT00000099455.1	1458	1269.39	18.0961	1.28804
ENSMMUT00000022357.4	1308	1119.39	120.323	9.71191
ENSMMUT00000103365.1	1987	1798.39	5.07647	0.255044
ENSMMUT00000007529.4	2365	2176.39	1126.34	46.7594
ENSMMUT00000068214.2	1395	1206.39	50.6645	3.7945
ENSMMUT00000026414.4	1170	981.385	1745.11	160.665
ENSMMUT00000086962.1	1801	1612.39	586.325	32.8554
ENSMMUT00000041415.3	321	142.538	0	0
ENSMMUT00000030868.4	1043	854.385	447.653	47.3396
ENSMMUT00000080890.1	1064	875.385	1112.42	114.817
ENSMMUT00000056651.2	1291	1102.39	0	0
ENSMMUT00000104393.1	1272	1083.39	33.8943	2.82671
ENSMMUT00000089696.1	1419	1230.39	0	0
ENSMMUT00000030300.4	1849	1660.39	750.727	40.8517
ENSMMUT00000100134.1	2075	1886.39	34.5468	1.65468
ENSMMUT00000106960.1	1718	1529.39	0.00341778	0.000201913
ENSMMUT00000096688.1	2239	2050.39	728.547	32.104
ENSMMUT00000009690.4	1262	1073.39	6.11982	0.515134
ENSMMUT00000059733.2	3164	2975.39	1337.24	40.6073
ENSMMUT00000047443.3	1768	1579.39	96.7775	5.53635
ENSMMUT00000017161.4	771	582.424	8.1883	1.27026
ENSMMUT00000013058.4	5690	5501.39	967	15.8815
ENSMMUT00000099662.1	4247	4058.39	0	0
ENSMMUT00000013059.4	3399	3210.39	0	0
ENSMMUT00000094659.1	3342	3153.39	0	0
ENSMMUT00000070365.2	345	163.735	7.19609	3.97093
ENSMMUT00000020740.3	1321	1132.39	262	20.9047
ENSMMUT00000109857.1	435	248.414	0	0
ENSMMUT00000108342.1	401	215.724	2	0.837663
ENSMMUT00000091971.1	5160	4971.39	0	0
ENSMMUT00000019642.4	4697	4508.39	72	1.44294
ENSMMUT00000086837.1	3024	2835.39	74.112	2.36164
ENSMMUT00000105702.1	3274	3085.39	39.7058	1.16274
ENSMMUT00000067773.2	1391	1202.39	176.881	13.2915
ENSMMUT00000071774.2	2606	2417.39	8.73248	0.326384
ENSMMUT00000086679.1	1174	985.385	0	0
ENSMMUT00000053886.2	945	756.424	10.2675	1.22641
ENSMMUT00000006768.4	1935	1746.39	0	0
ENSMMUT00000091526.1	5739	5550.39	60.6599	0.987452
ENSMMUT00000096126.1	5556	5367.39	58.4626	0.984129
ENSMMUT00000005666.4	3006	2817.39	0	0
ENSMMUT00000005667.4	2970	2781.39	0	0
ENSMMUT00000072744.2	2955	2766.39	4.05089	0.132305
ENSMMUT00000005668.4	2745	2556.39	0	0
ENSMMUT00000063044.2	3258	3069.39	0	0
ENSMMUT00000026997.4	3273	3084.39	0	0
ENSMMUT00000072932.2	2869	2680.39	190.827	6.43248
ENSMMUT00000080568.1	1732	1543.39	365.153	21.3766
ENSMMUT00000085974.1	1754	1565.39	120.478	6.95381
ENSMMUT00000088330.1	1536	1347.39	1185.35	79.4862
ENSMMUT00000023018.4	1763	1574.39	651.702	37.4003
ENSMMUT00000082175.1	1723	1534.39	86.3175	5.08278
ENSMMUT00000085585.1	1832	1643.39	0	0
ENSMMUT00000023016.4	1643	1454.39	0	0
ENSMMUT00000059361.2	1365	1176.39	0	0
ENSMMUT00000033220.4	2421	2232.39	21.8764	0.885408
ENSMMUT00000084955.1	3180	2991.39	3.47415	0.104933
ENSMMUT00000079925.1	2994	2805.39	0	0
ENSMMUT00000102153.1	2334	2145.39	0	0
ENSMMUT00000056475.2	2376	2187.39	0	0
ENSMMUT00000071718.2	2319	2130.39	1.10416	0.0468287
ENSMMUT00000104862.1	2232	2043.39	0.545301	0.0241114
ENSMMUT00000059241.2	816	627.424	0	0
ENSMMUT00000028218.3	414	228.19	1	0.39595
ENSMMUT00000017724.4	3594	3405.39	2354	62.4564
ENSMMUT00000022352.4	715	526.424	9927.65	1703.91
ENSMMUT00000007772.4	5625	5436.39	459.966	7.64456
ENSMMUT00000094838.1	5523	5334.39	0	0
ENSMMUT00000085434.1	2693	2504.39	341	12.3024
ENSMMUT00000091413.1	330	150.384	0	0
ENSMMUT00000053536.2	2575	2386.39	0	0
ENSMMUT00000047042.3	2220	2031.39	0	0
ENSMMUT00000018033.4	1764	1575.39	1	0.0573522
ENSMMUT00000088643.1	4164	3975.39	787.912	17.9075
ENSMMUT00000044300.3	3387	3198.39	26.0884	0.736975
ENSMMUT00000089257.1	1941	1752.39	0	0
ENSMMUT00000083440.1	1164	975.385	14.7798	1.36908
ENSMMUT00000059902.2	702	513.424	4.22019	0.742665
ENSMMUT00000045557.3	3813	3624.39	0	0
ENSMMUT00000025068.4	3090	2901.39	4.06477	0.126581
ENSMMUT00000011390.4	2724	2535.39	0	0
ENSMMUT00000076532.2	5389	5200.39	555.163	9.64543
ENSMMUT00000025062.4	2906	2717.39	0	0
ENSMMUT00000025064.4	3054	2865.39	0	0
ENSMMUT00000045699.3	2029	1840.39	2112.35	103.704
ENSMMUT00000045698.3	1868	1679.39	64.6479	3.4781
ENSMMUT00000026745.4	1509	1320.39	0	0
ENSMMUT00000084514.1	553	364.7	8.3466	2.06781
ENSMMUT00000004898.4	16800	16611.4	64.7973	0.352443
ENSMMUT00000071898.2	16704	16515.4	297.444	1.62725
ENSMMUT00000004900.4	16653	16464.4	124.759	0.684642
ENSMMUT00000024998.4	1394	1205.39	9.39683	0.704357
ENSMMUT00000025000.4	330	150.384	0	0
ENSMMUT00000105163.1	1082	893.385	73.6032	7.4438
ENSMMUT00000085501.1	2862	2673.39	0	0
ENSMMUT00000070976.2	1876	1687.39	312.394	16.7273
ENSMMUT00000074958.2	1816	1627.39	0	0
ENSMMUT00000075240.2	1792	1603.39	13.2823	0.748465
ENSMMUT00000106639.1	1923	1734.39	0.00199586	0.000103973
ENSMMUT00000063434.2	1779	1590.39	258.489	14.6851
ENSMMUT00000107737.1	1915	1726.39	177.507	9.28998
ENSMMUT00000016634.4	1786	1597.39	156.314	8.84148
ENSMMUT00000057851.2	1522	1333.39	83.0113	5.62495
ENSMMUT00000016632.4	1485	1296.39	0	0
ENSMMUT00000090931.1	1662	1473.39	0	0
ENSMMUT00000082400.1	1797	1608.39	0	0
ENSMMUT00000099886.1	1650	1461.39	35.7536	2.21051
ENSMMUT00000081019.1	1590	1401.39	2.75164e-07	1.77407e-08
ENSMMUT00000090726.1	1753	1564.39	95.5515	5.51862
ENSMMUT00000083649.1	1946	1757.39	231.521	11.9031
ENSMMUT00000098470.1	1660	1471.39	0	0
ENSMMUT00000042244.3	1473	1284.39	54.8547	3.85883
ENSMMUT00000033280.4	681	492.424	0.000143543	2.63378e-05
ENSMMUT00000022351.4	1951	1762.39	222	11.3812
ENSMMUT00000092589.1	2003	1814.39	189.546	9.43893
ENSMMUT00000026413.4	1368	1179.39	296.454	22.7111
ENSMMUT00000105233.1	3134	2945.39	0	0
ENSMMUT00000094671.1	3057	2868.39	10	0.314992
ENSMMUT00000074728.2	546	357.7	75	18.9444
ENSMMUT00000100745.1	438	251.276	0	0
ENSMMUT00000012261.3	1910	1721.39	1751	91.9063
ENSMMUT00000085613.1	1511	1322.39	37.079	2.53342
ENSMMUT00000014389.4	7050	6861.39	272.855	3.59299
ENSMMUT00000055131.2	6933	6744.39	0.145387	0.0019477
ENSMMUT00000106477.1	6912	6723.39	0	0
ENSMMUT00000004691.4	10793	10604.4	4.02096e-07	3.42595e-09
ENSMMUT00000096320.1	10643	10454.4	8.15028	0.0704387
ENSMMUT00000090947.1	1017	828.385	5.24754e-06	5.72349e-07
ENSMMUT00000020738.4	8616	8427.39	419	4.49219
ENSMMUT00000093384.1	1825	1636.39	85.9013	4.74298
ENSMMUT00000087226.1	1748	1559.39	8.04316	0.466026
ENSMMUT00000087336.1	1809	1620.39	104.873	5.84765
ENSMMUT00000082347.1	1542	1353.39	0	0
ENSMMUT00000094764.1	1407	1218.39	1.39985e-05	1.03809e-06
ENSMMUT00000007659.4	1374	1185.39	13.5284	1.03115
ENSMMUT00000007656.4	2114	1925.39	115.654	5.42727
ENSMMUT00000092338.1	1912	1723.39	21.5029	1.12733
ENSMMUT00000097433.1	3033	2844.39	38.4778	1.22225
ENSMMUT00000081841.1	243	80.3495	0	0
ENSMMUT00000105325.1	546	357.7	0	0
ENSMMUT00000042386.3	1103	914.385	1	0.0988116
ENSMMUT00000069787.2	753	564.424	0	0
ENSMMUT00000042385.3	651	462.424	0	0
ENSMMUT00000056340.2	723	534.424	0	0
ENSMMUT00000031747.4	2420	2231.39	3.2462	0.131443
ENSMMUT00000031748.4	2897	2708.39	0	0
ENSMMUT00000098542.1	2769	2580.39	0	0
ENSMMUT00000084224.1	2375	2186.39	0	0
ENSMMUT00000107688.1	4852	4663.39	183.754	3.56018
ENSMMUT00000012263.4	3369	3180.39	0	0
ENSMMUT00000022349.4	3845	3656.39	479.573	11.8506
ENSMMUT00000100707.1	1661	1472.39	18.892	1.15929
ENSMMUT00000022348.4	1239	1050.39	0	0
ENSMMUT00000084053.1	2045	1856.39	86.0038	4.18588
ENSMMUT00000101877.1	979	790.385	258.348	29.5327
ENSMMUT00000005267.3	2532	2343.39	0	0
ENSMMUT00000100554.1	2715	2526.39	0	0
ENSMMUT00000074517.2	6094	5905.39	58	0.887395
ENSMMUT00000080298.1	303	127.145	1	0.710622
ENSMMUT00000069508.2	5577	5388.39	0	0
ENSMMUT00000100827.1	5526	5337.39	393.254	6.65705
ENSMMUT00000007773.4	2960	2771.39	63.2847	2.06319
ENSMMUT00000007776.4	1622	1433.39	809.123	51.0022
ENSMMUT00000089383.1	4711	4522.39	4.70161	0.0939326
ENSMMUT00000054602.2	7252	7063.39	247.271	3.16299
ENSMMUT00000021704.4	4506	4317.39	0	0
ENSMMUT00000024682.4	5265	5076.39	1447.49	25.7632
ENSMMUT00000084506.1	2545	2356.39	1989	76.265
ENSMMUT00000103301.1	5786	5597.39	24.4265	0.394288
ENSMMUT00000099169.1	5317	5128.39	346.669	6.10762
ENSMMUT00000006097.4	3064	2875.39	0	0
ENSMMUT00000097218.1	2841	2652.39	0	0
ENSMMUT00000076760.2	3096	2907.39	500.471	15.553
ENSMMUT00000105094.1	683	494.424	0	0
ENSMMUT00000105515.1	693	504.424	0	0
ENSMMUT00000083110.1	705	516.424	0	0
ENSMMUT00000097794.1	1701	1512.39	1	0.0597413
ENSMMUT00000106345.1	1068	879.385	0	0
ENSMMUT00000083453.1	1374	1185.39	30.8898	2.35447
ENSMMUT00000094861.1	1497	1308.39	18.9543	1.30891
ENSMMUT00000026412.4	553	364.7	27.2964	6.76251
ENSMMUT00000029661.4	2803	2614.39	2262	78.1736
ENSMMUT00000006770.4	783	594.424	0	0
ENSMMUT00000104243.1	2284	2095.39	20.7711	0.895639
ENSMMUT00000000137.3	1780	1591.39	250.912	14.2457
ENSMMUT00000000138.4	1227	1038.39	21.1945	1.84417
ENSMMUT00000019308.3	1065	876.385	0	0
ENSMMUT00000011190.3	1392	1203.39	10.4599	0.785344
ENSMMUT00000104380.1	957	768.424	0	0
ENSMMUT00000088909.1	2600	2411.39	5924.04	221.967
ENSMMUT00000002674.4	1935	1746.39	15.0135	0.776747
ENSMMUT00000007310.4	1002	813.385	11.9488	1.32729
ENSMMUT00000047647.3	978	789.385	20.1274	2.30376
ENSMMUT00000014940.4	801	612.424	0	0
ENSMMUT00000110249.1	924	735.424	0	0
ENSMMUT00000085385.1	955	766.424	0	0
ENSMMUT00000098845.1	859	670.424	0	0
ENSMMUT00000083722.1	820	631.424	0	0
ENSMMUT00000024847.4	1082	893.385	0	0
ENSMMUT00000064227.2	958	769.424	0	0
ENSMMUT00000005921.4	1856	1667.39	52	2.81776
ENSMMUT00000089526.1	2072	1883.39	0	0
ENSMMUT00000033139.4	2281	2092.39	134.857	5.82331
ENSMMUT00000105726.1	1877	1688.39	12.1428	0.649805
ENSMMUT00000093360.1	2193	2004.39	0	0
ENSMMUT00000032423.4	3179	2990.39	1651	49.8835
ENSMMUT00000107000.1	936	747.424	7	0.84619
ENSMMUT00000023015.4	2589	2400.39	0	0
ENSMMUT00000095567.1	4726	4537.39	217	4.32107
ENSMMUT00000023014.4	2358	2169.39	0	0
ENSMMUT00000023013.4	2388	2199.39	0	0
